Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 3.5 06/01/2030 Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2.7 03/31/2026 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2 03/17/2028 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 2.25 05/24/2029 REGS Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4 04/13/2028 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp,ABIBB 4.75 01/23/2029 Corp
2/6/2023,4.526,93.667,IG6,81.4,0.000395917,0.004072791,0.009809314,0.021137366,3.247,98.386,IG6,81.4,0.000395917,0.004072791,0.009809314,0.021137366,3.164,94.592,IG6,81.4,0.000395917,0.004072791,0.009809314,0.021137366,4.08,90.018,IG6,81.4,0.000395917,0.004072791,0.009809314,0.021137366,4.518,97.627,IG6,81.4,0.000395917,0.004072791,0.009809314,0.021137366,4.611,100.717,IG6,81.4,0.000395917,0.004072791,0.009809314,0.021137366
2/7/2023,4.548,93.538,IG6,81.2,0.000391596,0.00404223,0.009748301,0.02102497,3.294,98.252,IG6,81.2,0.000391596,0.00404223,0.009748301,0.02102497,3.251,94.206,IG6,81.2,0.000391596,0.00404223,0.009748301,0.02102497,4.15,89.668,IG6,81.2,0.000391596,0.00404223,0.009748301,0.02102497,4.531,97.568,IG6,81.2,0.000391596,0.00404223,0.009748301,0.02102497,4.619,100.675,IG6,81.2,0.000391596,0.00404223,0.009748301,0.02102497
2/8/2023,4.566,93.435,IG6,81.2,0.000392906,0.004052651,0.009770084,0.021067216,3.376,98.017,IG6,81.2,0.000392906,0.004052651,0.009770084,0.021067216,3.261,94.164,IG6,81.2,0.000392906,0.004052651,0.009770084,0.021067216,4.139,89.727,IG6,81.2,0.000392906,0.004052651,0.009770084,0.021067216,4.511,97.66,IG6,81.2,0.000392906,0.004052651,0.009770084,0.021067216,4.595,100.8,IG6,81.2,0.000392906,0.004052651,0.009770084,0.021067216
2/9/2023,4.669,92.833,IG6,81.1,0.000389616,0.004034032,0.009736881,0.021014697,3.342,98.12,IG6,81.1,0.000389616,0.004034032,0.009736881,0.021014697,3.228,94.318,IG6,81.1,0.000389616,0.004034032,0.009736881,0.021014697,4.146,89.701,IG6,81.1,0.000389616,0.004034032,0.009736881,0.021014697,4.604,97.246,IG6,81.1,0.000389616,0.004034032,0.009736881,0.021014697,4.719,100.157,IG6,81.1,0.000389616,0.004034032,0.009736881,0.021014697
2/10/2023,4.734,92.456,IG6,80.6,0.000379097,0.003965021,0.009603874,0.020780392,3.41,97.926,IG6,80.6,0.000379097,0.003965021,0.009603874,0.020780392,3.309,93.962,IG6,80.6,0.000379097,0.003965021,0.009603874,0.020780392,4.279,89.035,IG6,80.6,0.000379097,0.003965021,0.009603874,0.020780392,4.673,96.938,IG6,80.6,0.000379097,0.003965021,0.009603874,0.020780392,4.782,99.835,IG6,80.6,0.000379097,0.003965021,0.009603874,0.020780392
2/13/2023,4.717,92.555,IG6,78.6,0.000359395,0.003846937,0.009387523,0.020425898,3.433,97.861,IG6,78.6,0.000359395,0.003846937,0.009387523,0.020425898,3.34,93.826,IG6,78.6,0.000359395,0.003846937,0.009387523,0.020425898,4.294,88.96,IG6,78.6,0.000359395,0.003846937,0.009387523,0.020425898,4.677,96.924,IG6,78.6,0.000359395,0.003846937,0.009387523,0.020425898,4.793,99.778,IG6,78.6,0.000359395,0.003846937,0.009387523,0.020425898
2/14/2023,4.745,92.397,IG6,78.3,0.000355084,0.003812206,0.009314732,0.020284833,3.467,97.764,IG6,78.3,0.000355084,0.003812206,0.009314732,0.020284833,3.409,93.526,IG6,78.3,0.000355084,0.003812206,0.009314732,0.020284833,4.436,88.254,IG6,78.3,0.000355084,0.003812206,0.009314732,0.020284833,4.759,96.559,IG6,78.3,0.000355084,0.003812206,0.009314732,0.020284833,4.88,99.333,IG6,78.3,0.000355084,0.003812206,0.009314732,0.020284833
2/15/2023,4.802,92.066,IG6,77.7,0.000343681,0.00374138,0.009183042,0.02006541,3.5,97.673,IG6,77.7,0.000343681,0.00374138,0.009183042,0.02006541,3.439,93.398,IG6,77.7,0.000343681,0.00374138,0.009183042,0.02006541,4.364,88.618,IG6,77.7,0.000343681,0.00374138,0.009183042,0.02006541,4.803,96.366,IG6,77.7,0.000343681,0.00374138,0.009183042,0.02006541,4.918,99.143,IG6,77.7,0.000343681,0.00374138,0.009183042,0.02006541
2/16/2023,4.86,91.741,IG6,77.4,0.000336534,0.003696128,0.009098248,0.019922876,3.495,97.694,IG6,77.4,0.000336534,0.003696128,0.009098248,0.019922876,3.45,93.359,IG6,77.4,0.000336534,0.003696128,0.009098248,0.019922876,4.363,88.64,IG6,77.4,0.000336534,0.003696128,0.009098248,0.019922876,4.881,96.029,IG6,77.4,0.000336534,0.003696128,0.009098248,0.019922876,4.972,98.869,IG6,77.4,0.000336534,0.003696128,0.009098248,0.019922876
2/17/2023,4.832,91.905,IG6,77.8,0.000344874,0.003747708,0.009193669,0.020080359,3.486,97.721,IG6,77.8,0.000344874,0.003747708,0.009193669,0.020080359,3.437,93.421,IG6,77.8,0.000344874,0.003747708,0.009193669,0.020080359,4.384,88.537,IG6,77.8,0.000344874,0.003747708,0.009193669,0.020080359,4.841,96.205,IG6,77.8,0.000344874,0.003747708,0.009193669,0.020080359,4.942,99.02,IG6,77.8,0.000344874,0.003747708,0.009193669,0.020080359
2/20/2023,4.832,91.905,IG6,76.7,0.000331201,0.003660462,0.009029571,0.01980318,3.516,97.637,IG6,76.7,0.000331201,0.003660462,0.009029571,0.01980318,3.463,93.308,IG6,76.7,0.000331201,0.003660462,0.009029571,0.01980318,4.329,88.816,IG6,76.7,0.000331201,0.003660462,0.009029571,0.01980318,4.841,96.205,IG6,76.7,0.000331201,0.003660462,0.009029571,0.01980318,4.942,99.02,IG6,76.7,0.000331201,0.003660462,0.009029571,0.01980318
2/21/2023,5.006,90.908,IG6,76.6,0.00032949,0.003643223,0.008990689,0.019722149,3.559,97.517,IG6,76.6,0.00032949,0.003643223,0.008990689,0.019722149,3.541,92.971,IG6,76.6,0.00032949,0.003643223,0.008990689,0.019722149,4.519,87.877,IG6,76.6,0.00032949,0.003643223,0.008990689,0.019722149,5.021,95.419,IG6,76.6,0.00032949,0.003643223,0.008990689,0.019722149,5.102,98.215,IG6,76.6,0.00032949,0.003643223,0.008990689,0.019722149
2/22/2023,4.976,91.082,IG6,75.8,0.000316543,0.003565176,0.008849296,0.019497203,3.55,97.545,IG6,75.8,0.000316543,0.003565176,0.008849296,0.019497203,3.54,92.98,IG6,75.8,0.000316543,0.003565176,0.008849296,0.019497203,4.517,87.89,IG6,75.8,0.000316543,0.003565176,0.008849296,0.019497203,5.004,95.496,IG6,75.8,0.000316543,0.003565176,0.008849296,0.019497203,5.079,98.332,IG6,75.8,0.000316543,0.003565176,0.008849296,0.019497203
2/23/2023,4.929,91.361,IG6,75.5,0.000311278,0.003532805,0.008790184,0.019402279,3.523,97.627,IG6,75.5,0.000311278,0.003532805,0.008790184,0.019402279,3.509,93.127,IG6,75.5,0.000311278,0.003532805,0.008790184,0.019402279,4.507,87.955,IG6,75.5,0.000311278,0.003532805,0.008790184,0.019402279,4.966,95.67,IG6,75.5,0.000311278,0.003532805,0.008790184,0.019402279,5.033,98.567,IG6,75.5,0.000311278,0.003532805,0.008790184,0.019402279
2/24/2023,5.016,90.866,IG6,76,0.00031967,0.003579174,0.008869194,0.019515109,3.594,97.429,IG6,76,0.00031967,0.003579174,0.008869194,0.019515109,3.61,92.691,IG6,76,0.00031967,0.003579174,0.008869194,0.019515109,4.614,87.435,IG6,76,0.00031967,0.003579174,0.008869194,0.019515109,5.068,95.228,IG6,76,0.00031967,0.003579174,0.008869194,0.019515109,5.147,97.994,IG6,76,0.00031967,0.003579174,0.008869194,0.019515109
2/27/2023,4.938,91.321,IG5,73.3,0.000271977,0.003260833,0.008263408,0.018486195,3.614,97.376,IG5,73.3,0.000271977,0.003260833,0.008263408,0.018486195,3.64,92.563,IG5,73.3,0.000271977,0.003260833,0.008263408,0.018486195,4.669,87.17,IG5,73.3,0.000271977,0.003260833,0.008263408,0.018486195,5.02,95.442,IG5,73.3,0.000271977,0.003260833,0.008263408,0.018486195,5.104,98.212,IG5,73.3,0.000271977,0.003260833,0.008263408,0.018486195
2/28/2023,4.983,91.065,IG5,73.1,0.000267802,0.003228432,0.00819735,0.01836396,3.71,97.107,IG5,73.1,0.000267802,0.003228432,0.00819735,0.01836396,3.721,92.217,IG5,73.1,0.000267802,0.003228432,0.00819735,0.01836396,4.663,87.206,IG5,73.1,0.000267802,0.003228432,0.00819735,0.01836396,5.054,95.295,IG5,73.1,0.000267802,0.003228432,0.00819735,0.01836396,5.112,98.176,IG5,73.1,0.000267802,0.003228432,0.00819735,0.01836396
3/1/2023,5.031,90.793,IG5,71.5,0.000243863,0.003052383,0.007849153,0.017746903,3.756,96.982,IG5,71.5,0.000243863,0.003052383,0.007849153,0.017746903,3.814,91.826,IG5,71.5,0.000243863,0.003052383,0.007849153,0.017746903,4.665,87.198,IG5,71.5,0.000243863,0.003052383,0.007849153,0.017746903,5.073,95.219,IG5,71.5,0.000243863,0.003052383,0.007849153,0.017746903,5.152,97.977,IG5,71.5,0.000243863,0.003052383,0.007849153,0.017746903
3/2/2023,5.083,90.512,IG5,69.2,0.000212767,0.002845552,0.007471291,0.017138729,3.731,97.059,IG5,69.2,0.000212767,0.002845552,0.007471291,0.017138729,3.851,91.68,IG5,69.2,0.000212767,0.002845552,0.007471291,0.017138729,4.694,87.075,IG5,69.2,0.000212767,0.002845552,0.007471291,0.017138729,5.119,95.027,IG5,69.2,0.000212767,0.002845552,0.007471291,0.017138729,5.163,97.924,IG5,69.2,0.000212767,0.002845552,0.007471291,0.017138729
3/3/2023,4.934,91.359,IG5,68.1,0.000198982,0.00274497,0.007278647,0.01682004,3.769,96.956,IG5,68.1,0.000198982,0.00274497,0.007278647,0.01682004,3.83,91.772,IG5,68.1,0.000198982,0.00274497,0.007278647,0.01682004,4.66,87.244,IG5,68.1,0.000198982,0.00274497,0.007278647,0.01682004,4.976,95.647,IG5,68.1,0.000198982,0.00274497,0.007278647,0.01682004,5.006,98.705,IG5,68.1,0.000198982,0.00274497,0.007278647,0.01682004
3/6/2023,4.912,91.49,IG5,66.8,0.00017925,0.002582056,0.006946812,0.016223238,3.766,96.968,IG5,66.8,0.00017925,0.002582056,0.006946812,0.016223238,3.877,91.575,IG5,66.8,0.00017925,0.002582056,0.006946812,0.016223238,4.684,87.131,IG5,66.8,0.00017925,0.002582056,0.006946812,0.016223238,4.974,95.66,IG5,66.8,0.00017925,0.002582056,0.006946812,0.016223238,5,98.734,IG5,66.8,0.00017925,0.002582056,0.006946812,0.016223238
3/7/2023,4.964,91.195,IG5,67.5,0.000187641,0.002650462,0.007084765,0.016467235,3.775,96.943,IG5,67.5,0.000187641,0.002650462,0.007084765,0.016467235,3.833,91.768,IG5,67.5,0.000187641,0.002650462,0.007084765,0.016467235,4.671,87.199,IG5,67.5,0.000187641,0.002650462,0.007084765,0.016467235,5.041,95.37,IG5,67.5,0.000187641,0.002650462,0.007084765,0.016467235,5.096,98.257,IG5,67.5,0.000187641,0.002650462,0.007084765,0.016467235
3/8/2023,5.043,90.749,IG5,67.6,0.000188224,0.00265558,0.007095521,0.016487404,3.788,96.911,IG5,67.6,0.000188224,0.00265558,0.007095521,0.016487404,3.823,91.813,IG5,67.6,0.000188224,0.00265558,0.007095521,0.016487404,4.641,87.352,IG5,67.6,0.000188224,0.00265558,0.007095521,0.016487404,5.09,95.162,IG5,67.6,0.000188224,0.00265558,0.007095521,0.016487404,5.137,98.056,IG5,67.6,0.000188224,0.00265558,0.007095521,0.016487404
3/9/2023,5.013,90.928,IG4,62.9,0.000138833,0.00223632,0.006242344,0.014975461,3.759,96.999,IG4,62.9,0.000138833,0.00223632,0.006242344,0.014975461,3.77,92.055,IG4,62.9,0.000138833,0.00223632,0.006242344,0.014975461,4.664,87.252,IG4,62.9,0.000138833,0.00223632,0.006242344,0.014975461,4.985,95.621,IG4,62.9,0.000138833,0.00223632,0.006242344,0.014975461,5.06,98.438,IG4,62.9,0.000138833,0.00223632,0.006242344,0.014975461
3/10/2023,4.845,91.89,IG4,62.2,0.000131635,0.002176132,0.006124304,0.014782238,3.693,97.185,IG4,62.2,0.000131635,0.002176132,0.006124304,0.014782238,3.624,92.681,IG4,62.2,0.000131635,0.002176132,0.006124304,0.014782238,4.532,87.901,IG4,62.2,0.000131635,0.002176132,0.006124304,0.014782238,4.836,96.27,IG4,62.2,0.000131635,0.002176132,0.006124304,0.014782238,4.867,99.402,IG4,62.2,0.000131635,0.002176132,0.006124304,0.014782238
3/13/2023,4.904,91.554,IG4,65.2,0.000147193,0.002325939,0.006445122,0.015385171,3.537,97.621,IG4,65.2,0.000147193,0.002325939,0.006445122,0.015385171,3.364,93.812,IG4,65.2,0.000147193,0.002325939,0.006445122,0.015385171,4.342,88.846,IG4,65.2,0.000147193,0.002325939,0.006445122,0.015385171,4.746,96.667,IG4,65.2,0.000147193,0.002325939,0.006445122,0.015385171,4.748,100.004,IG4,65.2,0.000147193,0.002325939,0.006445122,0.015385171
3/14/2023,4.859,91.813,IG4,64.3,0.000138081,0.00223621,0.006250281,0.015011432,3.623,97.384,IG4,64.3,0.000138081,0.00223621,0.006250281,0.015011432,3.563,92.954,IG4,64.3,0.000138081,0.00223621,0.006250281,0.015011432,4.48,88.169,IG4,64.3,0.000138081,0.00223621,0.006250281,0.015011432,4.847,96.226,IG4,64.3,0.000138081,0.00223621,0.006250281,0.015011432,4.89,99.289,IG4,64.3,0.000138081,0.00223621,0.006250281,0.015011432
3/15/2023,4.628,93.148,IG4,66.9,0.000164652,0.002474199,0.006744506,0.015907206,3.283,98.339,IG4,66.9,0.000164652,0.002474199,0.006744506,0.015907206,3.271,94.226,IG4,66.9,0.000164652,0.002474199,0.006744506,0.015907206,4.353,88.796,IG4,66.9,0.000164652,0.002474199,0.006744506,0.015907206,4.578,97.406,IG4,66.9,0.000164652,0.002474199,0.006744506,0.015907206,4.672,100.389,IG4,66.9,0.000164652,0.002474199,0.006744506,0.015907206
3/16/2023,4.712,92.67,IG4,65.1,0.000146308,0.002317516,0.006427109,0.015351243,3.375,98.086,IG4,65.1,0.000146308,0.002317516,0.006427109,0.015351243,3.466,93.383,IG4,65.1,0.000146308,0.002317516,0.006427109,0.015351243,4.45,88.332,IG4,65.1,0.000146308,0.002317516,0.006427109,0.015351243,4.668,97.016,IG4,65.1,0.000146308,0.002317516,0.006427109,0.015351243,4.739,100.052,IG4,65.1,0.000146308,0.002317516,0.006427109,0.015351243
3/17/2023,4.587,93.4,IG4,65.4,0.000149121,0.002352437,0.006510922,0.015532435,3.378,98.078,IG4,65.4,0.000149121,0.002352437,0.006510922,0.015532435,3.289,94.158,IG4,65.4,0.000149121,0.002352437,0.006510922,0.015532435,4.311,89.024,IG4,65.4,0.000149121,0.002352437,0.006510922,0.015532435,4.506,97.732,IG4,65.4,0.000149121,0.002352437,0.006510922,0.015532435,4.563,100.941,IG4,65.4,0.000149121,0.002352437,0.006510922,0.015532435
3/20/2023,4.614,93.242,IG4,66.1,0.000147015,0.002335034,0.006476708,0.015475627,3.304,98.287,IG4,66.1,0.000147015,0.002335034,0.006476708,0.015475627,3.257,94.301,IG4,66.1,0.000147015,0.002335034,0.006476708,0.015475627,4.343,88.868,IG4,66.1,0.000147015,0.002335034,0.006476708,0.015475627,4.561,97.489,IG4,66.1,0.000147015,0.002335034,0.006476708,0.015475627,4.635,100.576,IG4,66.1,0.000147015,0.002335034,0.006476708,0.015475627
3/21/2023,4.651,93.028,IG4,65.2,0.000138644,0.002251156,0.006293225,0.015120313,3.37,98.105,IG4,65.2,0.000138644,0.002251156,0.006293225,0.015120313,3.292,94.149,IG4,65.2,0.000138644,0.002251156,0.006293225,0.015120313,4.346,88.861,IG4,65.2,0.000138644,0.002251156,0.006293225,0.015120313,4.549,97.541,IG4,65.2,0.000138644,0.002251156,0.006293225,0.015120313,4.714,100.177,IG4,65.2,0.000138644,0.002251156,0.006293225,0.015120313
3/22/2023,4.525,93.767,IG4,64.7,0.000133808,0.002206817,0.006201199,0.014955313,3.442,97.906,IG4,64.7,0.000133808,0.002206817,0.006201199,0.014955313,3.309,94.08,IG4,64.7,0.000133808,0.002206817,0.006201199,0.014955313,4.434,88.43,IG4,64.7,0.000133808,0.002206817,0.006201199,0.014955313,4.355,98.403,IG4,64.7,0.000133808,0.002206817,0.006201199,0.014955313,4.509,101.22,IG4,64.7,0.000133808,0.002206817,0.006201199,0.014955313
3/23/2023,4.485,94.006,IG4,64.4,0.000130796,0.002184113,0.006160403,0.01489943,3.332,98.218,IG4,64.4,0.000130796,0.002184113,0.006160403,0.01489943,3.126,94.889,IG4,64.4,0.000130796,0.002184113,0.006160403,0.01489943,4.293,89.138,IG4,64.4,0.000130796,0.002184113,0.006160403,0.01489943,4.29,98.694,IG4,64.4,0.000130796,0.002184113,0.006160403,0.01489943,4.436,101.591,IG4,64.4,0.000130796,0.002184113,0.006160403,0.01489943
3/24/2023,4.522,93.793,IG4,64.8,0.000133978,0.002216594,0.00623162,0.015036984,3.262,98.413,IG4,64.8,0.000133978,0.002216594,0.00623162,0.015036984,3.043,95.256,IG4,64.8,0.000133978,0.002216594,0.00623162,0.015036984,4.234,89.434,IG4,64.8,0.000133978,0.002216594,0.00623162,0.015036984,4.259,98.835,IG4,64.8,0.000133978,0.002216594,0.00623162,0.015036984,4.367,101.945,IG4,64.8,0.000133978,0.002216594,0.00623162,0.015036984
3/27/2023,4.613,93.267,IG4,65.1,0.000129105,0.00216684,0.006122573,0.014826571,3.379,98.091,IG4,65.1,0.000129105,0.00216684,0.006122573,0.014826571,3.125,94.897,IG4,65.1,0.000129105,0.00216684,0.006122573,0.014826571,4.331,88.958,IG4,65.1,0.000129105,0.00216684,0.006122573,0.014826571,4.403,98.196,IG4,65.1,0.000129105,0.00216684,0.006122573,0.014826571,4.498,101.273,IG4,65.1,0.000129105,0.00216684,0.006122573,0.014826571
3/28/2023,4.66,92.992,IG4,64.5,0.000123632,0.002113664,0.006009539,0.01461819,3.386,98.072,IG4,64.5,0.000123632,0.002113664,0.006009539,0.01461819,3.179,94.663,IG4,64.5,0.000123632,0.002113664,0.006009539,0.01461819,4.417,88.542,IG4,64.5,0.000123632,0.002113664,0.006009539,0.01461819,4.501,97.764,IG4,64.5,0.000123632,0.002113664,0.006009539,0.01461819,4.597,100.766,IG4,64.5,0.000123632,0.002113664,0.006009539,0.01461819
3/29/2023,4.618,93.24,IG4,63,0.000110991,0.001990579,0.005749994,0.014148741,3.406,98.019,IG4,63,0.000110991,0.001990579,0.005749994,0.014148741,3.227,94.455,IG4,63,0.000110991,0.001990579,0.005749994,0.014148741,4.437,88.448,IG4,63,0.000110991,0.001990579,0.005749994,0.014148741,4.464,97.929,IG4,63,0.000110991,0.001990579,0.005749994,0.014148741,4.57,100.902,IG4,63,0.000110991,0.001990579,0.005749994,0.014148741
3/30/2023,4.569,93.531,IG4,62.4,0.000106267,0.001940493,0.005640076,0.01393953,3.451,97.898,IG4,62.4,0.000106267,0.001940493,0.005640076,0.01393953,3.276,94.252,IG4,62.4,0.000106267,0.001940493,0.005640076,0.01393953,4.479,88.255,IG4,62.4,0.000106267,0.001940493,0.005640076,0.01393953,4.427,98.091,IG4,62.4,0.000106267,0.001940493,0.005640076,0.01393953,4.53,101.107,IG4,62.4,0.000106267,0.001940493,0.005640076,0.01393953
3/31/2023,4.379,94.647,IG4,61.7,0.000100925,0.001886967,0.005527141,0.013737721,3.426,97.97,IG4,61.7,0.000100925,0.001886967,0.005527141,0.013737721,3.17,94.714,IG4,61.7,0.000100925,0.001886967,0.005527141,0.013737721,4.457,88.366,IG4,61.7,0.000100925,0.001886967,0.005527141,0.013737721,4.232,98.959,IG4,61.7,0.000100925,0.001886967,0.005527141,0.013737721,4.334,102.106,IG4,61.7,0.000100925,0.001886967,0.005527141,0.013737721
4/3/2023,4.294,95.149,IG4,63,0.000100619,0.00188498,0.005524424,0.013737054,3.37,98.125,IG4,63,0.000100619,0.00188498,0.005524424,0.013737054,3.106,94.996,IG4,63,0.000100619,0.00188498,0.005524424,0.013737054,4.349,88.901,IG4,63,0.000100619,0.00188498,0.005524424,0.013737054,4.196,99.119,IG4,63,0.000100619,0.00188498,0.005524424,0.013737054,4.265,102.462,IG4,63,0.000100619,0.00188498,0.005524424,0.013737054
4/4/2023,4.242,95.459,IG4,62.8,0.000098635,0.001865978,0.005485793,0.01367247,3.317,98.274,IG4,62.8,0.000098635,0.001865978,0.005485793,0.01367247,3.025,95.355,IG4,62.8,0.000098635,0.001865978,0.005485793,0.01367247,4.319,89.054,IG4,62.8,0.000098635,0.001865978,0.005485793,0.01367247,4.106,99.521,IG4,62.8,0.000098635,0.001865978,0.005485793,0.01367247,4.202,102.787,IG4,62.8,0.000098635,0.001865978,0.005485793,0.01367247
4/5/2023,4.202,95.705,IG4,62.7,0.000098038,0.001861697,0.005479178,0.013667607,3.239,98.495,IG4,62.7,0.000098038,0.001861697,0.005479178,0.013667607,2.968,95.618,IG4,62.7,0.000098038,0.001861697,0.005479178,0.013667607,4.299,89.177,IG4,62.7,0.000098038,0.001861697,0.005479178,0.013667607,4.102,99.542,IG4,62.7,0.000098038,0.001861697,0.005479178,0.013667607,4.216,102.708,IG4,62.7,0.000098038,0.001861697,0.005479178,0.013667607
4/6/2023,4.203,95.702,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,3.203,98.596,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,2.962,95.645,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.301,89.17,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.151,99.322,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.234,102.616,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254
4/7/2023,4.325,94.975,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,3.203,98.596,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,2.962,95.645,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.301,89.17,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.285,98.73,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.376,101.888,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254
4/10/2023,4.334,94.926,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,3.203,98.596,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,2.962,95.645,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.301,89.17,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.275,98.772,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254,4.395,101.787,IG4,62.3,0.000095467,0.001833776,0.00541797,0.01355254
4/11/2023,4.305,95.095,IG4,63.7,0.0000947,0.001818684,0.005376192,0.013450141,3.309,98.304,IG4,63.7,0.0000947,0.001818684,0.005376192,0.013450141,3.108,95.01,IG4,63.7,0.0000947,0.001818684,0.005376192,0.013450141,4.419,88.595,IG4,63.7,0.0000947,0.001818684,0.005376192,0.013450141,4.271,98.792,IG4,63.7,0.0000947,0.001818684,0.005376192,0.013450141,4.382,101.854,IG4,63.7,0.0000947,0.001818684,0.005376192,0.013450141
4/12/2023,4.278,95.261,IG4,65.2,0.00010657,0.001939579,0.005632992,0.013912463,3.42,98.003,IG4,65.2,0.00010657,0.001939579,0.005632992,0.013912463,3.205,94.587,IG4,65.2,0.00010657,0.001939579,0.005632992,0.013912463,4.433,88.529,IG4,65.2,0.00010657,0.001939579,0.005632992,0.013912463,4.212,99.053,IG4,65.2,0.00010657,0.001939579,0.005632992,0.013912463,4.31,102.22,IG4,65.2,0.00010657,0.001939579,0.005632992,0.013912463
4/13/2023,4.341,94.894,IG4,65.4,0.000107847,0.001953784,0.005664976,0.013975443,3.406,98.045,IG4,65.4,0.000107847,0.001953784,0.005664976,0.013975443,3.197,94.63,IG4,65.4,0.000107847,0.001953784,0.005664976,0.013975443,4.41,88.655,IG4,65.4,0.000107847,0.001953784,0.005664976,0.013975443,4.221,99.014,IG4,65.4,0.000107847,0.001953784,0.005664976,0.013975443,4.362,101.953,IG4,65.4,0.000107847,0.001953784,0.005664976,0.013975443
4/14/2023,4.39,94.607,IG4,65.2,0.000106295,0.001934582,0.005619488,0.013879998,3.42,98.01,IG4,65.2,0.000106295,0.001934582,0.005619488,0.013879998,3.272,94.312,IG4,65.2,0.000106295,0.001934582,0.005619488,0.013879998,4.495,88.247,IG4,65.2,0.000106295,0.001934582,0.005619488,0.013879998,4.321,98.572,IG4,65.2,0.000106295,0.001934582,0.005619488,0.013879998,4.445,101.529,IG4,65.2,0.000106295,0.001934582,0.005619488,0.013879998
4/17/2023,4.477,94.099,IG4,66.5,0.000104313,0.001913064,0.005571729,0.013787881,3.434,97.973,IG4,66.5,0.000104313,0.001913064,0.005571729,0.013787881,3.297,94.207,IG4,66.5,0.000104313,0.001913064,0.005571729,0.013787881,4.489,88.284,IG4,66.5,0.000104313,0.001913064,0.005571729,0.013787881,4.417,98.151,IG4,66.5,0.000104313,0.001913064,0.005571729,0.013787881,4.524,101.126,IG4,66.5,0.000104313,0.001913064,0.005571729,0.013787881
